imagename
P1_TMA006_R_20190619-roi_14
P1_TMA007_L_20190619-roi_14
P1_TMA_REC_20190508-roi_14
P1_TMA001_L_20190508-roi_15
P1_TMA001_R_20190508-roi_15
P1_TMA002_L_20190619-roi_15
P1_TMA002_R_20190619-roi_15
P1_TMA003_L_20190619_correct-roi_15
P1_TMA004_L_20190619-roi_15
P1_TMA004_R_20190619-roi_15
P1_TMA005_R_20190619-roi_15
P1_TMA006_L_20190619-roi_15
P1_TMA006_R_20190619-roi_15
P1_TMA_REC_20190508-roi_15
P1_TMA001_L_20190508-roi_16
P1_TMA001_R_20190508-roi_16
P1_TMA002_L_20190619-roi_16
P1_TMA002_R_20190619-roi_16
P1_TMA003_L_20190619_correct-roi_16
P1_TMA004_L_20190619-roi_16
P1_TMA004_R_20190619-roi_16
P1_TMA005_R_20190619-roi_16
P1_TMA006_L_20190619-roi_16
P1_TMA006_R_20190619-roi_16
P1_TMA_REC_20190508-roi_16
P1_TMA001_L_20190508-roi_17
P1_TMA001_R_20190508-roi_17
P1_TMA002_L_20190619-roi_17
P1_TMA003_L_20190619_correct-roi_17
P1_TMA004_L_20190619-roi_17
P1_TMA005_R_20190619-roi_17
P1_TMA006_L_20190619-roi_17
P1_TMA006_R_20190619-roi_17
P1_TMA001_L_20190508-roi_18
P1_TMA002_L_20190619-roi_18
P1_TMA004_L_20190619-roi_18
P1_TMA005_R_20190619-roi_18
P1_TMA006_L_20190619-roi_18
P1_TMA006_R_20190619-roi_18
P1_TMA001_L_20190508-roi_19
P1_TMA002_L_20190619-roi_19
P1_TMA003_L_20190619_correct-roi_19
P1_TMA004_L_20190619-roi_19
P1_TMA005_R_20190619-roi_19
P1_TMA006_L_20190619-roi_19
P1_TMA006_R_20190619-roi_19
P1_TMA001_L_20190508-roi_2
P1_TMA001_R_20190508-roi_2
P1_TMA002_L_20190619-roi_2
P1_TMA002_R_20190619-roi_2
P1_TMA003_L_20190619_correct-roi_2
P1_TMA003_R_20190619-roi_2
P1_TMA004_L_20190619-roi_2
P1_TMA004_R_20190619-roi_2
P1_TMA005_R_20190619-roi_2
P1_TMA006_L_20190619-roi_2
P1_TMA006_R_20190619-roi_2
P1_TMA007_20190619-roi_2
P1_TMA007_L_20190619-roi_2
P1_TMA_REC_20190508-roi_2
P1_TMA001_L_20190508-roi_20
P1_TMA003_L_20190619_correct-roi_20
P1_TMA004_L_20190619-roi_20
P1_TMA005_R_20190619-roi_20
P1_TMA006_L_20190619-roi_20
P1_TMA001_L_20190508-roi_21
P1_TMA002_L_20190619-roi_21
P1_TMA003_L_20190619_correct-roi_21
P1_TMA004_L_20190619-roi_21
P1_TMA006_L_20190619-roi_21
P1_TMA001_L_20190508-roi_22
P1_TMA004_L_20190619-roi_22
P1_TMA006_L_20190619-roi_22
P1_TMA001_L_20190508-roi_23
P1_TMA004_L_20190619-roi_23
P1_TMA006_L_20190619-roi_23
P1_TMA001_L_20190508-roi_24
P1_TMA004_L_20190619-roi_24
P1_TMA006_L_20190619-roi_24
P1_TMA001_L_20190508-roi_3
P1_TMA001_R_20190508-roi_3
P1_TMA002_L_20190619-roi_3
P1_TMA002_R_20190619-roi_3
P1_TMA003_L_20190619_correct-roi_3
P1_TMA003_R_20190619-roi_3
P1_TMA004_L_20190619-roi_3
P1_TMA004_R_20190619-roi_3
P1_TMA005_R_20190619-roi_3
P1_TMA006_L_20190619-roi_3
P1_TMA006_R_20190619-roi_3
P1_TMA007_20190619-roi_3
P1_TMA007_L_20190619-roi_3
P1_TMA_REC_20190508-roi_3
P1_TMA001_L_20190508-roi_4
P1_TMA001_R_20190508-roi_4
P1_TMA002_L_20190619-roi_4
P1_TMA002_R_20190619-roi_4
P1_TMA003_L_20190619_correct-roi_4
P1_TMA003_R_20190619-roi_4
P1_TMA004_L_20190619-roi_4
P1_TMA004_R_20190619-roi_4
P1_TMA005_R_20190619-roi_4
P1_TMA006_L_20190619-roi_4
P1_TMA006_R_20190619-roi_4
P1_TMA007_20190619-roi_4
P1_TMA007_L_20190619-roi_4
P1_TMA_REC_20190508-roi_4
P1_TMA001_L_20190508-roi_5
P1_TMA001_R_20190508-roi_5
P1_TMA002_L_20190619-roi_5
P1_TMA002_R_20190619-roi_5
P1_TMA003_L_20190619_correct-roi_5
P1_TMA003_R_20190619-roi_5
P1_TMA004_L_20190619-roi_5
P1_TMA004_R_20190619-roi_5
P1_TMA005_R_20190619-roi_5
P1_TMA006_L_20190619-roi_5
P1_TMA006_R_20190619-roi_5
P1_TMA007_20190619-roi_5
P1_TMA007_L_20190619-roi_5
P1_TMA_REC_20190508-roi_5
P1_TMA001_L_20190508-roi_6
P1_TMA001_R_20190508-roi_6
P1_TMA002_L_20190619-roi_6
P1_TMA002_R_20190619-roi_6
P1_TMA003_L_20190619_correct-roi_6
P1_TMA003_R_20190619-roi_6
P1_TMA004_L_20190619-roi_6
P1_TMA004_R_20190619-roi_6
P1_TMA005_R_20190619-roi_6
P1_TMA006_L_20190619-roi_6
P1_TMA006_R_20190619-roi_6
P1_TMA007_20190619-roi_6
P1_TMA007_L_20190619-roi_6
P1_TMA_REC_20190508-roi_6
P1_TMA001_L_20190508-roi_7
P1_TMA001_R_20190508-roi_7
P1_TMA002_L_20190619-roi_7
P1_TMA002_R_20190619-roi_7
P1_TMA003_L_20190619_correct-roi_7
P1_TMA003_R_20190619-roi_7
P1_TMA004_L_20190619-roi_7
P1_TMA004_R_20190619-roi_7
P1_TMA005_R_20190619-roi_7
P1_TMA006_L_20190619-roi_7
P1_TMA006_R_20190619-roi_7
P1_TMA007_L_20190619-roi_7
P1_TMA_REC_20190508-roi_7
P1_TMA001_L_20190508-roi_8
P1_TMA001_R_20190508-roi_8
P1_TMA002_L_20190619-roi_8
P1_TMA002_R_20190619-roi_8
P1_TMA003_L_20190619_correct-roi_8
P1_TMA003_R_20190619-roi_8
P1_TMA004_L_20190619-roi_8
P1_TMA004_R_20190619-roi_8
P1_TMA005_R_20190619-roi_8
P1_TMA006_L_20190619-roi_8
P1_TMA006_R_20190619-roi_8
P1_TMA007_L_20190619-roi_8
P1_TMA_REC_20190508-roi_8
P1_TMA001_L_20190508-roi_9
P1_TMA001_R_20190508-roi_9
P1_TMA002_L_20190619-roi_9
P1_TMA002_R_20190619-roi_9
P1_TMA003_L_20190619_correct-roi_9
P1_TMA003_R_20190619-roi_9
P1_TMA004_L_20190619-roi_9
P1_TMA004_R_20190619-roi_9
P1_TMA006_L_20190619-roi_9
P1_TMA006_R_20190619-roi_9
P1_TMA007_L_20190619-roi_9
P1_TMA_REC_20190508-roi_9
P1_TMA004_L_20190619-roi_25
P1_TMA005_R_20190619-roi_25
P1_TMA005_R_20190619-roi_26
P1_TMA005_R_20190619-roi_27
P1_TMA005_R_20190619-roi_28
P1_TMA005_R_20190619-roi_29
P1_TMA005_R_20190619-roi_30
P1_TMA005_R_20190619-roi_31
P1_TMA005_R_20190619-roi_32
P1_TMA005_R_20190619-roi_34
P1_TMA002_L_20190619-roi_1
P1_TMA002_R_20190619-roi_1
P1_TMA003_L_20190619_correct-roi_1
P1_TMA003_R_20190619-roi_1
P1_TMA004_L_20190619-roi_1
P1_TMA004_R_20190619-roi_1
P1_TMA005_R_20190619-roi_1
P1_TMA006_L_20190619-roi_1
P1_TMA006_R_20190619-roi_1
P1_TMA007_20190619-roi_1
P1_TMA007_L_20190619-roi_1
P1_TMA_REC_20190508-roi_1
P1_tonsil_end_20190508-roi_1
P1_tonsil_end_L_20190508-roi_1
P1_tonsil_end_R_20190508-roi_1
P1_tonsil_restart_L_20190508-roi_1
P1_tonsil_start_20190508-roi_1
P1_tonsil_start_L_20190508-roi_1
P1_tonsil_start_R_20190508-roi_1
P1_TMA003_R_20190619-roi_11
P1_TMA006_R_20190619-roi_11
P1_TMA005_R_20190619-roi_12
P1_TMA007_L_20190619-roi_15
P1_TMA002_R_20190619-roi_17
P1_TMA004_R_20190619-roi_17
P1_TMA003_L_20190619_correct-roi_18
P1_TMA002_L_20190619-roi_20
P1_TMA006_R_20190619-roi_20
P1_TMA005_R_20190619-roi_21
P1_TMA005_R_20190619-roi_22
P1_TMA005_R_20190619-roi_23
P1_TMA005_R_20190619-roi_24
P1_TMA007_20190619-roi_7
P1_TMA005_R_20190619-roi_9
P1_TMA006_L_20190619-roi_25
P1_TMA004_L_20190619-roi_26
P1_TMA005_R_20190619-roi_33
P1_TMA005_R_20190619-roi_35
