,chainlength,barrier_content,degenerate_barrier_content,degenerate_adjacent_score,cell_chain,internal_chainlength,barrier_fraction,imagename,source_cell,target_cell,vertex,object,weighted_barrier_content,binary_barrier,adjacent_barrier
226,11,4,0.3,0.0,"['Epithelial cells', 'CD8 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",9,0.4444444444444444,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3201,3173,1.1428571428571428,1,0
227,11,2,0.35,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Unassigned', 'Unassigned', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",9,0.2222222222222222,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3202,3206,0.2361111111111111,1,0
228,7,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD57+ CD8 Trm', 'CD57+ CD8 Trm', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3216,3228,0.0,0,0
229,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3233,3215,0.0,0,0
230,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3238,3256,0.0,0,0
231,13,5,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD8 Exhausted TDT', 'CD8 Exhausted TDT', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'Cytotoxic CD8 T cells', 'Cytotoxic CD8 T cells', 'CD4 T cells']",11,0.45454545454545453,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3252,3257,1.6861111111111111,1,1
232,5,2,0.5,0.0,"['Epithelial cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3260,3290,0.8333333333333333,1,0
233,7,3,0.6666666666666666,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD8 Exhausted TDT', 'CD8 Exhausted TDT', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.6,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3274,3182,1.45,1,1
234,5,2,0.25,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3299,3396,0.8333333333333333,1,0
235,5,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3312,3296,0.0,0,0
236,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3318,3481,0.0,0,0
237,11,4,0.22857142857142856,0.2857142857142857,"['Epithelial cells', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",9,0.4444444444444444,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3324,3305,1.2833333333333332,1,0
238,7,3,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",5,0.6,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3344,3423,1.8333333333333333,1,1
239,5,0,0.3333333333333333,0.6666666666666666,"['Epithelial cells', 'CD4 T cells', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3351,3298,0.0,0,0
240,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3366,3329,0.0,0,0
241,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3367,3370,0.0,0,0
242,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3405,3411,1.0,1,1
243,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3417,3459,1.0,1,1
244,13,2,0.25,0.5,"['Epithelial cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",11,0.18181818181818182,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3418,3412,0.8333333333333333,1,0
245,5,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3423,3512,0.0,0,0
246,13,2,0.16666666666666666,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells', 'CD4 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'Tregs', 'Tregs', 'CD4 T cells']",11,0.18181818181818182,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3466,3471,0.30952380952380953,1,0
247,5,2,0.5,0.0,"['Epithelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3479,3483,0.8333333333333333,1,0
248,5,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3495,3539,0.0,0,0
249,7,2,0.3333333333333333,0.5,"['Epithelial cells', 'CD8 T cells', 'T cells DP', 'T cells DP', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3509,3505,0.45,1,0
250,3,0,0.0,0.0,"['Epithelial cells', 'Unassigned', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3521,3488,0.0,0,0
251,7,0,0.16666666666666666,0.0,"['Epithelial cells', 'CD4 T cells', 'Unassigned', 'Unassigned', 'Cytotoxic CD8 T cells', 'Cytotoxic CD8 T cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3532,3515,0.0,0,0
252,7,2,0.3333333333333333,0.0,"['Epithelial cells', 'CD57+ CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3540,3530,0.8333333333333333,1,0
253,5,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3571,3642,0.0,0,0
254,5,3,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3652,3614,1.8333333333333333,1,1
255,5,2,0.5,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3685,3734,0.8333333333333333,1,0
256,5,0,0.0,0.0,"['Epithelial cells', 'CD8 Trm', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3690,3668,0.0,0,0
257,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3710,3724,0.0,0,0
258,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3711,3748,0.0,0,0
259,3,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3722,3767,0.0,0,0
260,3,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3732,3777,0.0,0,0
261,5,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3769,3710,0.0,0,0
262,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3790,3823,0.0,0,0
263,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3848,3871,0.0,0,0
264,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3871,3833,0.0,0,0
265,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3894,3888,0.0,0,0
266,11,3,0.6,1.0,"['Epithelial cells', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'Endothelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",9,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3895,3900,1.3095238095238095,1,1
267,9,5,0.75,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",7,0.7142857142857143,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3899,3943,1.7595238095238095,1,1
268,7,1,0.3333333333333333,0.6666666666666666,"['Epithelial cells', 'Myofibroblasts', 'CD8 Trm', 'CD8 Trm', 'Naive CD4 T cells', 'Naive CD4 T cells', 'CD4 T cells']",5,0.2,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3902,3830,1.0,1,1
269,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3913,3917,1.0,1,1
270,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3945,3963,1.0,1,1
271,3,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3946,3909,0.0,0,0
272,7,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'T cells DP', 'T cells DP', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3963,3956,0.0,0,0
273,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,3995,3961,0.0,0,0
274,7,1,0.3333333333333333,1.0,"['Epithelial cells', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'CD8 Trm', 'CD8 Trm', 'CD4 T cells']",5,0.2,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4063,4041,1.0,1,1
275,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4106,4145,0.0,0,0
276,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4137,4182,1.0,1,1
277,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4144,4131,0.0,0,0
278,3,1,0.5,0.5,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4186,4197,1.0,1,1
279,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4309,4303,1.0,1,1
280,11,1,0.2,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells', 'CD4 T cells', 'Endothelial cells', 'Endothelial cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",9,0.1111111111111111,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4318,4227,1.0,1,1
281,9,4,0.4166666666666667,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'Tregs', 'Tregs', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",7,0.5714285714285714,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4393,4378,1.1428571428571428,1,0
282,5,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD8 T cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4401,4391,0.0,0,0
283,5,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4434,4528,0.0,0,0
284,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4454,4444,0.0,0,0
285,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4490,4505,0.0,0,0
286,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4491,4406,1.0,1,1
287,5,3,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4497,4510,1.8333333333333333,1,1
288,5,1,0.5,1.0,"['Epithelial cells', 'Myofibroblasts', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.3333333333333333,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4600,4581,1.0,1,1
289,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4610,4606,0.0,0,0
290,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4630,4616,0.0,0,0
291,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4631,4637,0.0,0,0
292,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4649,4661,0.0,0,0
293,9,1,0.25,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD8 T cells', 'CD8 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Unassigned', 'Unassigned', 'CD4 T cells']",7,0.14285714285714285,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4653,4664,1.0,1,1
294,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4672,4702,0.0,0,0
295,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4710,4735,0.0,0,0
296,5,2,0.5,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4739,4715,0.8333333333333333,1,0
297,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4780,4796,0.0,0,0
298,11,1,0.2,1.0,"['Epithelial cells', 'Myofibroblasts', 'Unassigned', 'Unassigned', 'Unassigned', 'Unassigned', 'CD8 T cells', 'CD8 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",9,0.1111111111111111,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4803,4931,1.0,1,1
299,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4847,4819,1.0,1,1
300,5,3,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4848,4843,1.8333333333333333,1,1
301,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4869,4874,0.0,0,0
302,5,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4879,4926,0.0,0,0
303,5,0,0.5,0.5,"['Epithelial cells', 'Mesenchymal cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4938,4978,0.0,0,0
304,5,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4950,4985,0.0,0,0
305,3,0,0.0,0.0,"['Epithelial cells', 'Unassigned', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,4974,4977,0.0,0,0
306,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5004,5007,0.0,0,0
307,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5021,5015,0.0,0,0
308,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5038,5066,0.0,0,0
309,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5051,5048,0.0,0,0
310,3,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5099,5103,0.0,0,0
311,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5111,5132,0.0,0,0
312,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5118,5121,0.0,0,0
313,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5162,5206,0.0,0,0
314,5,0,0.0,0.0,"['Epithelial cells', 'Unassigned', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5179,5205,0.0,0,0
315,3,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5220,5280,0.0,0,0
316,5,2,0.5,0.5,"['Epithelial cells', 'Unassigned', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5229,5177,0.8333333333333333,1,0
317,5,2,0.5,0.0,"['Epithelial cells', 'CD8 Trm', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5274,5202,0.8333333333333333,1,0
318,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5277,5287,0.0,0,0
319,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5299,5324,0.0,0,0
320,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5360,5364,1.0,1,1
321,5,0,0.16666666666666666,0.0,"['Epithelial cells', 'Unassigned', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5500,5448,0.0,0,0
322,3,1,0.6666666666666666,0.6666666666666666,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5547,5519,1.0,1,1
323,3,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5571,5567,0.0,0,0
324,5,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5616,5600,0.0,0,0
325,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5660,5688,1.0,1,1
326,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5662,5643,0.0,0,0
327,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5729,5802,0.0,0,0
328,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5775,5804,0.0,0,0
329,5,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD8 T cells', 'CD8 T cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5795,5734,0.0,0,0
330,7,0,0.16666666666666666,0.0,"['Epithelial cells', 'Endothelial cells', 'CD8 T cells', 'CD8 T cells', 'Endothelial cells', 'Endothelial cells', 'CD4 T cells']",5,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5798,5775,0.0,0,0
331,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5849,5879,0.0,0,0
332,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5860,5839,0.0,0,0
333,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5910,5912,0.0,0,0
334,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5926,5868,0.0,0,0
335,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5935,5975,0.0,0,0
336,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5941,5883,0.0,0,0
337,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5950,5951,0.0,0,0
338,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5951,5955,0.0,0,0
339,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5981,5948,0.0,0,0
340,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5989,6024,0.0,0,0
341,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,5998,5979,0.0,0,0
342,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6014,6042,0.0,0,0
343,5,0,0.0,0.0,"['Epithelial cells', 'CD57+ CD4 T cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6053,6217,0.0,0,0
